Date, Open, High, Low, Close
11/24/20, 6.5860, 6.5927, 6.5746, 6.5919
11/23/20, 6.5630, 6.5862, 6.5552, 6.5860
11/20/20, 6.5835, 6.5836, 6.5628, 6.5630
11/19/20, 6.5607, 6.5920, 6.5604, 6.5835
11/18/20, 6.5566, 6.5650, 6.5404, 6.5607
11/17/20, 6.5847, 6.5852, 6.5498, 6.5566
11/16/20, 6.6064, 6.6064, 6.5700, 6.5847
11/13/20, 6.6130, 6.6264, 6.6050, 6.6064
11/12/20, 6.6320, 6.6337, 6.6120, 6.6130
11/11/20, 6.6157, 6.6326, 6.5931, 6.6320
11/10/20, 6.6296, 6.6296, 6.5978, 6.6157
11/09/20, 6.6114, 6.6302, 6.5796, 6.6296
11/06/20, 6.6064, 6.6376, 6.6057, 6.6114
11/05/20, 6.6535, 6.6621, 6.6035, 6.6064
11/04/20, 6.6777, 6.7496, 6.6524, 6.6535
11/03/20, 6.6915, 6.6969, 6.6765, 6.6777
11/02/20, 6.6927, 6.7007, 6.6820, 6.6915
10/30/20, 6.7150, 6.7155, 6.6794, 6.6927
10/29/20, 6.7290, 6.7294, 6.7028, 6.7150
10/28/20, 6.7055, 6.7301, 6.7054, 6.7290
10/27/20, 6.7122, 6.7243, 6.6973, 6.7055
10/26/20, 6.6868, 6.7142, 6.6786, 6.7122
10/23/20, 6.6846, 6.6927, 6.6660, 6.6868
10/22/20, 6.6511, 6.6887, 6.6464, 6.6846
10/21/20, 6.6767, 6.6767, 6.6414, 6.6511
10/20/20, 6.6822, 6.6937, 6.6761, 6.6767
10/19/20, 6.6976, 6.7037, 6.6822, 6.6822
10/16/20, 6.7254, 6.7257, 6.6948, 6.6976
10/15/20, 6.7151, 6.7354, 6.7143, 6.7254
10/14/20, 6.7467, 6.7478, 6.7136, 6.7151
10/13/20, 6.7459, 6.7608, 6.7332, 6.7466
10/12/20, 6.6947, 6.7547, 6.6947, 6.7459
10/09/20, 6.7903, 6.7908, 6.6934, 6.6947
10/08/20, 6.7906, 6.7910, 6.7901, 6.7902
10/07/20, 6.7908, 6.7910, 6.7903, 6.7905
10/06/20, 6.7908, 6.7910, 6.7903, 6.7905
10/05/20, 6.7909, 6.7909, 6.7907, 6.7908
10/02/20, 6.7908, 6.7910, 6.7903, 6.7909
10/01/20, 6.7908, 6.7910, 6.7902, 6.7903
09/30/20, 6.8165, 6.8173, 6.7896, 6.7908
09/29/20, 6.8119, 6.8276, 6.8104, 6.8165
09/28/20, 6.8238, 6.8279, 6.8100, 6.8119
09/25/20, 6.8287, 6.8337, 6.8136, 6.8238
09/24/20, 6.8104, 6.8336, 6.8094, 6.8287
09/23/20, 6.7799, 6.8131, 6.7796, 6.8104
09/22/20, 6.8052, 6.8053, 6.7720, 6.7799
09/21/20, 6.7690, 6.8055, 6.7571, 6.8052
09/18/20, 6.7651, 6.7769, 6.7512, 6.7690
09/17/20, 6.7548, 6.7800, 6.7517, 6.7650
09/16/20, 6.7818, 6.7819, 6.7548, 6.7548
09/15/20, 6.8105, 6.8106, 6.7704, 6.7818
09/14/20, 6.8344, 6.8344, 6.8088, 6.8105
09/11/20, 6.8343, 6.8393, 6.8320, 6.8344
09/10/20, 6.8333, 6.8427, 6.8274, 6.8344
09/09/20, 6.8466, 6.8561, 6.8322, 6.8333
09/08/20, 6.8307, 6.8513, 6.8280, 6.8467
09/07/20, 6.8425, 6.8425, 6.8287, 6.8307
09/04/20, 6.8468, 6.8472, 6.8355, 6.8425
09/03/20, 6.8386, 6.8495, 6.8249, 6.8469
09/02/20, 6.8285, 6.8390, 6.8220, 6.8387
09/01/20, 6.8485, 6.8491, 6.8118, 6.8284
08/31/20, 6.8654, 6.8654, 6.8426, 6.8484
08/28/20, 6.8900, 6.8937, 6.8608, 6.8654
08/27/20, 6.8860, 6.8960, 6.8748, 6.8899
08/26/20, 6.9126, 6.9132, 6.8859, 6.8860
08/25/20, 6.9202, 6.9203, 6.9078, 6.9125
08/24/20, 6.9195, 6.9209, 6.9115, 6.9203
08/21/20, 6.9159, 6.9256, 6.9001, 6.9195
08/20/20, 6.9207, 6.9291, 6.9137, 6.9159
08/19/20, 6.9219, 6.9233, 6.9042, 6.9207
08/18/20, 6.9329, 6.9357, 6.9116, 6.9218
08/17/20, 6.9503, 6.9505, 6.9308, 6.9329
08/14/20, 6.9451, 6.9540, 6.9412, 6.9503
08/13/20, 6.9372, 6.9476, 6.9312, 6.9451
08/12/20, 6.9463, 6.9573, 6.9369, 6.9374
08/11/20, 6.9619, 6.9621, 6.9425, 6.9460
08/10/20, 6.9678, 6.9722, 6.9578, 6.9619
08/07/20, 6.9535, 6.9737, 6.9531, 6.9678
08/06/20, 6.9359, 6.9536, 6.9355, 6.9535
08/05/20, 6.9735, 6.9738, 6.9359, 6.9360
08/04/20, 6.9809, 6.9869, 6.9724, 6.9734
08/03/20, 6.9752, 6.9856, 6.9721, 6.9809
07/31/20, 7.0088, 7.0088, 6.9718, 6.9752
07/30/20, 7.0018, 7.0090, 6.9926, 7.0088
07/29/20, 7.0008, 7.0054, 6.9965, 7.0018
07/28/20, 6.9964, 7.0098, 6.9886, 7.0008
07/27/20, 7.0173, 7.0173, 6.9962, 6.9964
07/24/20, 7.0041, 7.0235, 7.0026, 7.0173
07/23/20, 7.0002, 7.0137, 6.9915, 7.0041
07/22/20, 6.9808, 7.0134, 6.9657, 7.0002
07/21/20, 6.9838, 6.9957, 6.9807, 6.9808
07/20/20, 6.9922, 7.0011, 6.9834, 6.9838
07/17/20, 6.9893, 7.0043, 6.9893, 6.9922
07/16/20, 6.9889, 7.0019, 6.9850, 6.9893
07/15/20, 7.0074, 7.0075, 6.9865, 6.9889
07/14/20, 6.9974, 7.0075, 6.9949, 7.0075
07/13/20, 7.0018, 7.0045, 6.9953, 6.9973
07/10/20, 6.9941, 7.0123, 6.9940, 7.0018
07/09/20, 7.0046, 7.0047, 6.9824, 6.9941
07/08/20, 7.0140, 7.0241, 7.0003, 7.0045
07/07/20, 7.0188, 7.0263, 7.0083, 7.0140
07/06/20, 7.0664, 7.0664, 7.0173, 7.0188
07/03/20, 7.0670, 7.0697, 7.0605, 7.0664
07/02/20, 7.0712, 7.0712, 7.0629, 7.0670
07/01/20, 7.0655, 7.0721, 7.0588, 7.0712
06/30/20, 7.0811, 7.0814, 7.0640, 7.0655
06/29/20, 7.0784, 7.0815, 7.0753, 7.0811
06/26/20, 7.0783, 7.0785, 7.0780, 7.0784
06/25/20, 7.0779, 7.0783, 7.0778, 7.0782
06/24/20, 7.0584, 7.0784, 7.0518, 7.0778
06/23/20, 7.0684, 7.0822, 7.0581, 7.0585
06/22/20, 7.0723, 7.0815, 7.0678, 7.0684
06/19/20, 7.0893, 7.0915, 7.0705, 7.0723
06/18/20, 7.0850, 7.0934, 7.0715, 7.0894
06/17/20, 7.0871, 7.0968, 7.0845, 7.0851
06/16/20, 7.0916, 7.0922, 7.0696, 7.0870
06/15/20, 7.0834, 7.0982, 7.0834, 7.0917
06/12/20, 7.0650, 7.0871, 7.0643, 7.0834
06/11/20, 7.0611, 7.0752, 7.0562, 7.0651
06/10/20, 7.0774, 7.0840, 7.0579, 7.0610
06/09/20, 7.0714, 7.0909, 7.0712, 7.0773
06/08/20, 7.0820, 7.0909, 7.0699, 7.0715
06/05/20, 7.1103, 7.1148, 7.0820, 7.0820
06/04/20, 7.1156, 7.1305, 7.1076, 7.1103
06/03/20, 7.1014, 7.1261, 7.0952, 7.1157
06/02/20, 7.1278, 7.1280, 7.0991, 7.1014
06/01/20, 7.1373, 7.1393, 7.1272, 7.1278
05/29/20, 7.1463, 7.1543, 7.1322, 7.1373
05/28/20, 7.1693, 7.1696, 7.1443, 7.1462
05/27/20, 7.1352, 7.1780, 7.1343, 7.1693
05/26/20, 7.1368, 7.1382, 7.1267, 7.1351
05/25/20, 7.1304, 7.1429, 7.1304, 7.1368
05/22/20, 7.1154, 7.1436, 7.1137, 7.1304
05/21/20, 7.0936, 7.1154, 7.0935, 7.1154
05/20/20, 7.0993, 7.1093, 7.0935, 7.0936
05/19/20, 7.1096, 7.1128, 7.0982, 7.0992
05/18/20, 7.1022, 7.1195, 7.1022, 7.1094
05/15/20, 7.0958, 7.1096, 7.0955, 7.1021
05/14/20, 7.0924, 7.1028, 7.0923, 7.0958
05/13/20, 7.0831, 7.0961, 7.0823, 7.0924
05/12/20, 7.0992, 7.0997, 7.0790, 7.0830
05/11/20, 7.0741, 7.0993, 7.0724, 7.0990
05/08/20, 7.0849, 7.0860, 7.0714, 7.0741
05/07/20, 7.1047, 7.1072, 7.0843, 7.0847
05/06/20, 7.0626, 7.1059, 7.0623, 7.1047
05/05/20, 7.0626, 7.0627, 7.0622, 7.0625
05/04/20, 7.0624, 7.0625, 7.0622, 7.0625
05/01/20, 7.0623, 7.0624, 7.0622, 7.0623
04/30/20, 7.0769, 7.0831, 7.0483, 7.0623
04/29/20, 7.0796, 7.0809, 7.0718, 7.0769
04/28/20, 7.0864, 7.0903, 7.0750, 7.0796
04/27/20, 7.0819, 7.0892, 7.0733, 7.0864
04/24/20, 7.0667, 7.0872, 7.0666, 7.0819
04/23/20, 7.0841, 7.0867, 7.0666, 7.0667
04/22/20, 7.0718, 7.0911, 7.0717, 7.0842
04/21/20, 7.0735, 7.0737, 7.0715, 7.0717
04/20/20, 7.0732, 7.0826, 7.0679, 7.0735
04/17/20, 7.0798, 7.0820, 7.0715, 7.0732
04/16/20, 7.0676, 7.0833, 7.0675, 7.0799
04/15/20, 7.0491, 7.0686, 7.0462, 7.0676
04/14/20, 7.0526, 7.0628, 7.0407, 7.0492
04/13/20, 7.0361, 7.0563, 7.0361, 7.0526
04/10/20, 7.0432, 7.0475, 7.0296, 7.0361
04/09/20, 7.0660, 7.0738, 7.0357, 7.0432
04/08/20, 7.0459, 7.0701, 7.0458, 7.0660
04/07/20, 7.0923, 7.0928, 7.0458, 7.0459
04/06/20, 7.0923, 7.0928, 7.0923, 7.0923
04/03/20, 7.0843, 7.0989, 7.0823, 7.0923
04/02/20, 7.1003, 7.1072, 7.0840, 7.0842
04/01/20, 7.0825, 7.1064, 7.0808, 7.1002
03/31/20, 7.1003, 7.1009, 7.0815, 7.0824
03/30/20, 7.0964, 7.1039, 7.0883, 7.1003
03/27/20, 7.0739, 7.0979, 7.0586, 7.0964
03/26/20, 7.1144, 7.1212, 7.0710, 7.0739
03/25/20, 7.0631, 7.1177, 7.0502, 7.1144
03/24/20, 7.0920, 7.0926, 7.0574, 7.0631
03/23/20, 7.0958, 7.1220, 7.0798, 7.0920
03/20/20, 7.1086, 7.1087, 7.0525, 7.0958
03/19/20, 7.0475, 7.1256, 7.0474, 7.1086
03/18/20, 7.0072, 7.0479, 7.0071, 7.0475
03/17/20, 6.9938, 7.0234, 6.9871, 7.0072
03/16/20, 7.0082, 7.0237, 6.9928, 6.9938
03/13/20, 7.0296, 7.0337, 6.9774, 7.0082
03/12/20, 6.9605, 7.0363, 6.9604, 7.0296
03/11/20, 6.9567, 6.9647, 6.9456, 6.9605
03/10/20, 6.9465, 6.9603, 6.9313, 6.9566
03/09/20, 6.9320, 6.9538, 6.9226, 6.9465
03/06/20, 6.9367, 6.9579, 6.9258, 6.9320
03/05/20, 6.9263, 6.9441, 6.9263, 6.9367
03/04/20, 6.9621, 6.9695, 6.9263, 6.9263
03/03/20, 7.0008, 7.0009, 6.9610, 6.9621
03/02/20, 6.9919, 7.0011, 6.9919, 7.0008
02/28/20, 7.0046, 7.0122, 6.9818, 6.9919
02/27/20, 7.0409, 7.0425, 7.0045, 7.0046
02/26/20, 7.0374, 7.0412, 7.0371, 7.0409
02/25/20, 7.0293, 7.0375, 7.0292, 7.0374
02/24/20, 7.0272, 7.0375, 7.0271, 7.0293
02/21/20, 7.0234, 7.0426, 7.0230, 7.0272
02/20/20, 6.9983, 7.0258, 6.9982, 7.0234
02/19/20, 6.9973, 7.0074, 6.9892, 6.9983
02/18/20, 6.9814, 7.0070, 6.9814, 6.9973
02/17/20, 6.9871, 6.9871, 6.9729, 6.9814
02/14/20, 6.9774, 6.9882, 6.9770, 6.9871
02/13/20, 6.9719, 6.9854, 6.9716, 6.9774
02/12/20, 6.9659, 6.9764, 6.9590, 6.9719
02/11/20, 6.9845, 6.9845, 6.9625, 6.9659
02/10/20, 7.0016, 7.0025, 6.9777, 6.9845
02/07/20, 6.9706, 7.0027, 6.9706, 7.0016
02/06/20, 6.9737, 6.9822, 6.9599, 6.9706
02/05/20, 6.9984, 7.0073, 6.9700, 6.9737
02/04/20, 7.0215, 7.0252, 6.9887, 6.9984
02/03/20, 6.9367, 7.0259, 6.9365, 7.0215
01/31/20, 6.9367, 6.9368, 6.9367, 6.9367
01/30/20, 6.9367, 6.9368, 6.9367, 6.9367
01/29/20, 6.9367, 6.9368, 6.9367, 6.9367
01/28/20, 6.9367, 6.9368, 6.9367, 6.9368
01/27/20, 6.9367, 6.9367, 6.9367, 6.9367
01/24/20, 6.9367, 6.9367, 6.9366, 6.9367
01/23/20, 6.9068, 6.9368, 6.9066, 6.9367
01/22/20, 6.9059, 6.9174, 6.8975, 6.9068
01/21/20, 6.8669, 6.9090, 6.8668, 6.9059
01/20/20, 6.8597, 6.8670, 6.8406, 6.8669
01/17/20, 6.8788, 6.8792, 6.8536, 6.8597
01/16/20, 6.8908, 6.8921, 6.8749, 6.8788
01/15/20, 6.9013, 6.9014, 6.8850, 6.8908
01/14/20, 6.8937, 6.9013, 6.8936, 6.9012
01/13/20, 6.9197, 6.9197, 6.8884, 6.8937
01/10/20, 6.9526, 6.9570, 6.9193, 6.9197
01/09/20, 6.9463, 6.9527, 6.9460, 6.9526
01/08/20, 6.9452, 6.9540, 6.9376, 6.9463
01/07/20, 6.9760, 6.9761, 6.9320, 6.9452
01/06/20, 6.9655, 6.9786, 6.9655, 6.9760
01/03/20, 6.9643, 6.9756, 6.9637, 6.9655
01/02/20, 6.9632, 6.9742, 6.9608, 6.9643
01/01/20, 6.9633, 6.9634, 6.9632, 6.9632
12/31/19, 6.9868, 6.9869, 6.9583, 6.9632
12/30/19, 6.9958, 6.9958, 6.9816, 6.9868
12/27/19, 6.9973, 7.0012, 6.9953, 6.9958
12/26/19, 6.9893, 7.0029, 6.9864, 6.9973
12/25/19, 7.0074, 7.0083, 6.9824, 6.9893
12/24/19, 7.0127, 7.0142, 7.0058, 7.0074
12/23/19, 7.0067, 7.0140, 7.0067, 7.0127
12/20/19, 7.0103, 7.0161, 7.0062, 7.0067
12/19/19, 7.0049, 7.0105, 6.9970, 7.0103
12/18/19, 6.9971, 7.0083, 6.9957, 7.0049
12/17/19, 6.9825, 7.0028, 6.9824, 6.9971
12/16/19, 6.9729, 6.9825, 6.9727, 6.9825
12/13/19, 7.0206, 7.0206, 6.9611, 6.9729
12/12/19, 7.0388, 7.0389, 7.0203, 7.0206
12/11/19, 7.0343, 7.0408, 7.0342, 7.0388
12/10/19, 7.0393, 7.0412, 7.0319, 7.0343
12/09/19, 7.0353, 7.0434, 7.0309, 7.0393
12/06/19, 7.0448, 7.0500, 7.0286, 7.0353
12/05/19, 7.0500, 7.0567, 7.0397, 7.0448
12/04/19, 7.0612, 7.0737, 7.0484, 7.0500
12/03/19, 7.0394, 7.0625, 7.0377, 7.0612
12/02/19, 7.0326, 7.0446, 7.0269, 7.0394
11/29/19, 7.0354, 7.0355, 7.0191, 7.0326
11/28/19, 7.0290, 7.0357, 7.0262, 7.0353
11/27/19, 7.0335, 7.0336, 7.0217, 7.0290
11/26/19, 7.0364, 7.0417, 7.0263, 7.0335
11/25/19, 7.0392, 7.0397, 7.0311, 7.0364
11/22/19, 7.0292, 7.0424, 7.0253, 7.0392
11/21/19, 7.0357, 7.0449, 7.0266, 7.0292
11/20/19, 7.0276, 7.0380, 7.0275, 7.0358
11/19/19, 7.0260, 7.0288, 7.0226, 7.0276
11/18/19, 7.0084, 7.0283, 7.0083, 7.0260
11/15/19, 7.0208, 7.0283, 7.0081, 7.0084
11/14/19, 7.0236, 7.0254, 7.0146, 7.0208
11/13/19, 7.0079, 7.0237, 7.0076, 7.0236
11/12/19, 7.0104, 7.0107, 6.9965, 7.0079
11/11/19, 6.9960, 7.0118, 6.9924, 7.0105
11/08/19, 6.9784, 7.0006, 6.9685, 6.9960
11/07/19, 6.9982, 7.0201, 6.9716, 6.9784
11/06/19, 7.0097, 7.0151, 6.9978, 6.9982
11/05/19, 7.0304, 7.0304, 6.9891, 7.0097
11/04/19, 7.0374, 7.0375, 7.0236, 7.0304
11/01/19, 7.0387, 7.0461, 7.0366, 7.0374
10/31/19, 7.0554, 7.0562, 7.0317, 7.0387
10/30/19, 7.0658, 7.0671, 7.0547, 7.0554
10/29/19, 7.0679, 7.0679, 7.0537, 7.0658
10/28/19, 7.0657, 7.0706, 7.0609, 7.0679
10/25/19, 7.0690, 7.0759, 7.0654, 7.0657
10/24/19, 7.0656, 7.0732, 7.0570, 7.0691
10/23/19, 7.0773, 7.0861, 7.0652, 7.0655
10/22/19, 7.0763, 7.0831, 7.0713, 7.0772
10/21/19, 7.0817, 7.0839, 7.0676, 7.0763
10/18/19, 7.0773, 7.0876, 7.0677, 7.0817
10/17/19, 7.0936, 7.1011, 7.0692, 7.0774
10/16/19, 7.0818, 7.1029, 7.0817, 7.0937
10/15/19, 7.0675, 7.0833, 7.0632, 7.0818
10/14/19, 7.0882, 7.0884, 7.0508, 7.0676
10/11/19, 7.1164, 7.1166, 7.0880, 7.0882
10/10/19, 7.1324, 7.1324, 7.1095, 7.1165
10/09/19, 7.1444, 7.1505, 7.1222, 7.1324
10/08/19, 7.1484, 7.1533, 7.1312, 7.1444
10/07/19, 7.1485, 7.1486, 7.1483, 7.1485
10/04/19, 7.1484, 7.1485, 7.1484, 7.1485
10/03/19, 7.1485, 7.1486, 7.1484, 7.1485
10/02/19, 7.1485, 7.1486, 7.1483, 7.1484
10/01/19, 7.1484, 7.1485, 7.1481, 7.1484
09/30/19, 7.1228, 7.1485, 7.1188, 7.1484
09/27/19, 7.1327, 7.1384, 7.1198, 7.1228
09/26/19, 7.1318, 7.1362, 7.1231, 7.1326
09/25/19, 7.1164, 7.1350, 7.1086, 7.1317
09/24/19, 7.1186, 7.1208, 7.1030, 7.1165
09/23/19, 7.0916, 7.1285, 7.0914, 7.1185
09/20/19, 7.0966, 7.0974, 7.0824, 7.0916
09/19/19, 7.0861, 7.1052, 7.0860, 7.0963
09/18/19, 7.0918, 7.0919, 7.0846, 7.0860
09/17/19, 7.0674, 7.0971, 7.0672, 7.0919
09/16/19, 7.0795, 7.0795, 7.0627, 7.0673
09/13/19, 7.0794, 7.0795, 7.0794, 7.0795
09/12/19, 7.1168, 7.1193, 7.0676, 7.0794
09/11/19, 7.1127, 7.1226, 7.1088, 7.1167
09/10/19, 7.1220, 7.1222, 7.0990, 7.1126
09/09/19, 7.1157, 7.1348, 7.1157, 7.1220
09/06/19, 7.1487, 7.1550, 7.1104, 7.1157
09/05/19, 7.1459, 7.1553, 7.1243, 7.1486
09/04/19, 7.1789, 7.1809, 7.1459, 7.1460
09/03/19, 7.1719, 7.1849, 7.1719, 7.1790
09/02/19, 7.1567, 7.1737, 7.1566, 7.1720
08/30/19, 7.1445, 7.1568, 7.1387, 7.1567
08/29/19, 7.1653, 7.1704, 7.1418, 7.1445
08/28/19, 7.1623, 7.1680, 7.1556, 7.1653
08/27/19, 7.1513, 7.1692, 7.1455, 7.1622
08/26/19, 7.0960, 7.1527, 7.0959, 7.1513
08/23/19, 7.0837, 7.0987, 7.0738, 7.0960
08/22/19, 7.0632, 7.0933, 7.0631, 7.0837
08/21/19, 7.0605, 7.0666, 7.0532, 7.0631
08/20/19, 7.0508, 7.0648, 7.0502, 7.0606
08/19/19, 7.0429, 7.0511, 7.0393, 7.0507
08/16/19, 7.0340, 7.0458, 7.0340, 7.0429
08/15/19, 7.0244, 7.0431, 7.0176, 7.0340
08/14/19, 7.0435, 7.0469, 7.0111, 7.0244
08/13/19, 7.0582, 7.0690, 7.0434, 7.0436
08/12/19, 7.0624, 7.0700, 7.0554, 7.0582
08/09/19, 7.0452, 7.0625, 7.0452, 7.0624
08/08/19, 7.0602, 7.0606, 7.0429, 7.0452
08/07/19, 7.0264, 7.0653, 7.0263, 7.0602
08/06/19, 7.0507, 7.0582, 7.0200, 7.0264
08/05/19, 6.9402, 7.0526, 6.9402, 7.0507
08/02/19, 6.8987, 6.9443, 6.8987, 6.9402
08/01/19, 6.8843, 6.9038, 6.8842, 6.8987
07/31/19, 6.8845, 6.8881, 6.8790, 6.8843
07/30/19, 6.8934, 6.8935, 6.8792, 6.8845
07/29/19, 6.8792, 6.8951, 6.8787, 6.8934
07/26/19, 6.8726, 6.8815, 6.8720, 6.8792
07/25/19, 6.8725, 6.8768, 6.8705, 6.8726
07/24/19, 6.8793, 6.8834, 6.8719, 6.8725
07/23/19, 6.8811, 6.8842, 6.8786, 6.8793
07/22/19, 6.8819, 6.8824, 6.8771, 6.8811
07/19/19, 6.8801, 6.8822, 6.8724, 6.8819
07/18/19, 6.8736, 6.8812, 6.8736, 6.8801
07/17/19, 6.8763, 6.8832, 6.8736, 6.8737
07/16/19, 6.8779, 6.8794, 6.8708, 6.8763
07/15/19, 6.8808, 6.8824, 6.8717, 6.8778
07/12/19, 6.8702, 6.8818, 6.8700, 6.8808
07/11/19, 6.8732, 6.8746, 6.8594, 6.8702
07/10/19, 6.8880, 6.8894, 6.8726, 6.8731
07/09/19, 6.8818, 6.8917, 6.8780, 6.8899
07/08/19, 6.8936, 6.8952, 6.8795, 6.8819
07/05/19, 6.8716, 6.8936, 6.8715, 6.8936
07/04/19, 6.8812, 6.8812, 6.8673, 6.8715
07/03/19, 6.8731, 6.8928, 6.8729, 6.8812
07/02/19, 6.8518, 6.8829, 6.8517, 6.8730
07/01/19, 6.8668, 6.8681, 6.8356, 6.8517
06/28/19, 6.8771, 6.8787, 6.8605, 6.8668
06/27/19, 6.8800, 6.8839, 6.8755, 6.8771
06/26/19, 6.8797, 6.8919, 6.8689, 6.8801
06/25/19, 6.8770, 6.8847, 6.8668, 6.8798
06/24/19, 6.8699, 6.8829, 6.8671, 6.8770
06/21/19, 6.8520, 6.8785, 6.8345, 6.8699
06/20/19, 6.9036, 6.9068, 6.8443, 6.8519
06/19/19, 6.9032, 6.9077, 6.9000, 6.9036
06/18/19, 6.9259, 6.9307, 6.9032, 6.9033
06/17/19, 6.9254, 6.9272, 6.9224, 6.9258
06/14/19, 6.9218, 6.9256, 6.9215, 6.9254
06/13/19, 6.9177, 6.9230, 6.9176, 6.9217
06/12/19, 6.9114, 6.9220, 6.9103, 6.9178
06/11/19, 6.9310, 6.9314, 6.9108, 6.9114
06/10/19, 6.9098, 6.9357, 6.9097, 6.9310
06/07/19, 6.9097, 6.9101, 6.9096, 6.9098
06/06/19, 6.9091, 6.9174, 6.9090, 6.9100
06/05/19, 6.9083, 6.9146, 6.9047, 6.9090
06/04/19, 6.9039, 6.9142, 6.8986, 6.9083
06/03/19, 6.9051, 6.9094, 6.8981, 6.9038
05/31/19, 6.9018, 6.9138, 6.9004, 6.9051
05/30/19, 6.9143, 6.9149, 6.9018, 6.9019
05/29/19, 6.9101, 6.9178, 6.9090, 6.9144
05/28/19, 6.8980, 6.9149, 6.8980, 6.9102
05/27/19, 6.9003, 6.9003, 6.8840, 6.8982
05/24/19, 6.9105, 6.9145, 6.8981, 6.9002
05/23/19, 6.9064, 6.9198, 6.9063, 6.9105
05/22/19, 6.9022, 6.9151, 6.9002, 6.9063
05/21/19, 6.9123, 6.9171, 6.8995, 6.9023
05/20/19, 6.9187, 6.9224, 6.9104, 6.9123
05/17/19, 6.8838, 6.9187, 6.8838, 6.9186
05/16/19, 6.8762, 6.8861, 6.8745, 6.8838
05/15/19, 6.8760, 6.8832, 6.8647, 6.8761
05/14/19, 6.8784, 6.8870, 6.8651, 6.8759
05/13/19, 6.8241, 6.8819, 6.8241, 6.8783
05/10/19, 6.8276, 6.8286, 6.7984, 6.8241
05/09/19, 6.7830, 6.8299, 6.7829, 6.8275
05/08/19, 6.7769, 6.7851, 6.7670, 6.7829
05/07/19, 6.7645, 6.7797, 6.7590, 6.7769
05/06/19, 6.7346, 6.7715, 6.7345, 6.7646
05/03/19, 6.7346, 6.7350, 6.7345, 6.7346
05/02/19, 6.7350, 6.7350, 6.7345, 6.7347
05/01/19, 6.7348, 6.7400, 6.7347, 6.7350
04/30/19, 6.7337, 6.7427, 6.7333, 6.7348
04/29/19, 6.7297, 6.7361, 6.7274, 6.7337
04/26/19, 6.7431, 6.7432, 6.7259, 6.7297
04/25/19, 6.7219, 6.7489, 6.7200, 6.7431
04/24/19, 6.7259, 6.7266, 6.7154, 6.7219
04/23/19, 6.7092, 6.7277, 6.7084, 6.7259
04/22/19, 6.7044, 6.7153, 6.7027, 6.7092
04/19/19, 6.7091, 6.7097, 6.6994, 6.7044
04/18/19, 6.6882, 6.7110, 6.6864, 6.7091
04/17/19, 6.7122, 6.7123, 6.6864, 6.6882
04/16/19, 6.7087, 6.7141, 6.7049, 6.7122
04/15/19, 6.7042, 6.7097, 6.7030, 6.7087
04/12/19, 6.7194, 6.7242, 6.7018, 6.7042
04/11/19, 6.7160, 6.7195, 6.7109, 6.7194
04/10/19, 6.7118, 6.7195, 6.7097, 6.7160
04/09/19, 6.7164, 6.7210, 6.7087, 6.7118
04/08/19, 6.7179, 6.7224, 6.7140, 6.7164
04/05/19, 6.7173, 6.7190, 6.7171, 6.7179
04/04/19, 6.7114, 6.7215, 6.7078, 6.7173
04/03/19, 6.7233, 6.7235, 6.7048, 6.7114
04/02/19, 6.7115, 6.7256, 6.6610, 6.7233
04/01/19, 6.7121, 6.7144, 6.7034, 6.7115
03/29/19, 6.7390, 6.7393, 6.7067, 6.7121
03/28/19, 6.7271, 6.7409, 6.7206, 6.7390
03/27/19, 6.7157, 6.7273, 6.7097, 6.7271
03/26/19, 6.7094, 6.7162, 6.7011, 6.7157
03/25/19, 6.7181, 6.7200, 6.7078, 6.7094
03/22/19, 6.6984, 6.7182, 6.6910, 6.7181
03/21/19, 6.6945, 6.6994, 6.6700, 6.6984
03/20/19, 6.7119, 6.7169, 6.6941, 6.6945
03/19/19, 6.7130, 6.7196, 6.7104, 6.7119
03/18/19, 6.7135, 6.7185, 6.7093, 6.7130
03/15/19, 6.7229, 6.7306, 6.7102, 6.7135
03/14/19, 6.7070, 6.7279, 6.7018, 6.7229
03/13/19, 6.7086, 6.7145, 6.7034, 6.7070
03/12/19, 6.7264, 6.7266, 6.7072, 6.7086
03/11/19, 6.7216, 6.7266, 6.7192, 6.7264
03/08/19, 6.7151, 6.7286, 6.7085, 6.7216
03/07/19, 6.7115, 6.7151, 6.7055, 6.7151
03/06/19, 6.7074, 6.7183, 6.7025, 6.7115
03/05/19, 6.7071, 6.7085, 6.6975, 6.7074
03/04/19, 6.7064, 6.7073, 6.6558, 6.7071
03/01/19, 6.6937, 6.7101, 6.6860, 6.7064
02/28/19, 6.6872, 6.6942, 6.6783, 6.6937
02/27/19, 6.7002, 6.7002, 6.6767, 6.6872
02/26/19, 6.6894, 6.7054, 6.6882, 6.7002
02/25/19, 6.7142, 6.7195, 6.6775, 6.6894
02/22/19, 6.7223, 6.7340, 6.7134, 6.7142
02/21/19, 6.7207, 6.7268, 6.6919, 6.7223
02/20/19, 6.7585, 6.7680, 6.7155, 6.7207
02/19/19, 6.7667, 6.7815, 6.7579, 6.7585
02/18/19, 6.7731, 6.7766, 6.7540, 6.7667
02/15/19, 6.7721, 6.7822, 6.7673, 6.7731
02/14/19, 6.7603, 6.7772, 6.7600, 6.7722
02/13/19, 6.7738, 6.7760, 6.7513, 6.7603
02/12/19, 6.7924, 6.7954, 6.7693, 6.7738
